web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603231037-5415","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2220","https://stats.espncricinfo.com/ci/engine/match/936129.html","K Rabada","7","20","23","1","0","35.00"
"1603230525-2257","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2363","https://stats.espncricinfo.com/ci/engine/match/1187007.html","R Ashwin","1","17","-","0","0","5.88"
"1603230740-3743","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2295","https://stats.espncricinfo.com/ci/engine/match/1130744.html","","null","null","null","null","null","null"
"1603231656-8714","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2068","https://stats.espncricinfo.com/ci/engine/match/573012.html","HMRKB Herath","14","19","25","1","0","73.68"
"1603230652-3239","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2318","https://stats.espncricinfo.com/ci/engine/match/1119553.html","","null","null","null","null","null","null"
"1603231078-5618","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2210","https://stats.espncricinfo.com/ci/engine/match/1024041.html","","null","null","null","null","null","null"
"1603230774-3944","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2287","https://stats.espncricinfo.com/ci/engine/match/1115794.html","TA Boult","37","27","41","5","2","137.03"
"1603231534-8054","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2098","https://stats.espncricinfo.com/ci/engine/match/649087.html","","null","null","null","null","null","null"
"1603230579-2715","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2342","https://stats.espncricinfo.com/ci/engine/match/1158062.html","","null","null","null","null","null","null"
"1603231018-5313","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2225","https://stats.espncricinfo.com/ci/engine/match/1029825.html","","null","null","null","null","null","null"
"1603230687-3425","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2309","https://stats.espncricinfo.com/ci/engine/match/1135151.html","","null","null","null","null","null","null"
"1603230609-2940","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2332","https://stats.espncricinfo.com/ci/engine/match/1157383.html","C de Grandhomme","20","22","-","1","1","90.90"
"1603230643-3186","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2321","https://stats.espncricinfo.com/ci/engine/match/1157753.html","","null","null","null","null","null","null"
"1603231596-8389","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2083","https://stats.espncricinfo.com/ci/engine/match/593989.html","","null","null","null","null","null","null"
"1603230768-3886","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2289","https://stats.espncricinfo.com/ci/engine/match/1072308.html","SE Marsh","61","148","227","8","0","41.21"
"1603230545-2436","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2355","https://stats.espncricinfo.com/ci/engine/match/1152847.html","","null","null","null","null","null","null"
"1603231285-6693","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2160","https://stats.espncricinfo.com/ci/engine/match/766933.html","MM Ali","58","130","136","8","1","44.61"
"1603231604-8441","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2081","https://stats.espncricinfo.com/ci/engine/match/598814.html","","null","null","null","null","null","null"
"1603231630-8602","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2074","https://stats.espncricinfo.com/ci/engine/match/598812.html","","null","null","null","null","null","null"
"1603231737-9155","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2048","https://stats.espncricinfo.com/ci/engine/match/562446.html","","null","null","null","null","null","null"
"1603231231-6406","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2173","https://stats.espncricinfo.com/ci/engine/match/743967.html","AC Voges","16","34","43","3","0","47.05"
"1603230687-3429","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2309","https://stats.espncricinfo.com/ci/engine/match/1135151.html","","null","null","null","null","null","null"
"1603231729-9094","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2050","https://stats.espncricinfo.com/ci/engine/match/560929.html","MJ Guptill","97","249","353","14","1","38.95"
"1603230935-4830","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2246","https://stats.espncricinfo.com/ci/engine/match/1019985.html","","null","null","null","null","null","null"
"1603230520-2218","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2365","https://stats.espncricinfo.com/ci/engine/match/1187009.html","","null","null","null","null","null","null"
"1603230543-2406","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2356","https://stats.espncricinfo.com/ci/engine/match/1192874.html","DM de Silva","109","148","231","16","2","73.64"
"1603230556-2514","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2351","https://stats.espncricinfo.com/ci/engine/match/1168120.html","","null","null","null","null","null","null"
"1603230827-4216","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2274","https://stats.espncricinfo.com/ci/engine/match/1031663.html","","null","null","null","null","null","null"
"1603231429-7492","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2123","https://stats.espncricinfo.com/ci/engine/match/730277.html","JDS Neesham","107","171","216","11","2","62.57"
"1603230632-3111","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2324","https://stats.espncricinfo.com/ci/engine/match/1140385.html","","null","null","null","null","null","null"
"1603231680-8850","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2062","https://stats.espncricinfo.com/ci/engine/match/565807.html","Extras","2","","null","null","null","null"
"1603230943-4885","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2244","https://stats.espncricinfo.com/ci/engine/match/936149.html","VD Philander","20","63","93","1","0","31.74"
"1603230747-3792","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2293","https://stats.espncricinfo.com/ci/engine/match/1122277.html","HM Amla","82","153","208","14","0","53.59"
"1603231181-6151","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2185","https://stats.espncricinfo.com/ci/engine/match/892509.html","","null","null","null","null","null","null"
"1603230819-4165","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2276","https://stats.espncricinfo.com/ci/engine/match/1075502.html","HM Amla","137","200","258","17","1","68.50"
"1603231600-8416","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2082","https://stats.espncricinfo.com/ci/engine/match/602473.html","","null","null","null","null","null","null"
"1603230600-2860","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2335","https://stats.espncricinfo.com/ci/engine/match/1153838.html","","null","null","null","null","null","null"
"1603231426-7468","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2124","https://stats.espncricinfo.com/ci/engine/match/667899.html","","null","null","null","null","null","null"
"1603231692-8902","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2059","https://stats.espncricinfo.com/ci/engine/match/582192.html","","null","null","null","null","null","null"
"1603231357-7074","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2142","https://stats.espncricinfo.com/ci/engine/match/727929.html","","null","null","null","null","null","null"
"1603230611-2963","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2331","https://stats.espncricinfo.com/ci/engine/match/1153312.html","Mahmudullah","136","242","-","10","0","56.19"
"1603231556-8166","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2093","https://stats.espncricinfo.com/ci/engine/match/566935.html","KP Pietersen","26","35","50","4","0","74.28"
"1603230561-2571","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2349","https://stats.espncricinfo.com/ci/engine/match/1153847.html","Mehidy Hasan Miraz","10","6","6","1","1","166.66"
